ID,Kingdom,Phylum,Class,Order,Family Latin,Genum Latin,Species Name English,Species Name Latin,Subspecies Name Latin,Target kind,Breed,FCI classification,Pure breed,Second breed,Number of dogs,Continent,Country,Country Specification,Ref_Abbreviation,Type of source,Year,Human comparison
677,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,African elephant,Loxodonta africana,,"scat, urine, saliva, glandular secretion",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
676,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,African elephant,Loxodonta africana,,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,4,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
674,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,African elephant,Loxodonta africana,,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
923,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,African elephant,Loxodonta africana,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,Africa,,,Wasser et al. 2015,scientific paper,2015,No comparison
2112,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,American beaver,Castor canadensis,,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,TRUE,,1,Europe,Norway,,Rosell et al. 2019,scientific paper,2019,No comparison
2110,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,American beaver,Castor canadensis,,"scat, urine, saliva, glandular secretion",Nova Scotia Duck Tolling Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,Norway,,Rosell et al. 2019,scientific paper,2019,No comparison
2111,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,American beaver,Castor canadensis,,"scat, urine, saliva, glandular secretion",Papillon,Companion and Toy Dogs,TRUE,,1,Europe,Norway,,Rosell et al. 2019,scientific paper,2019,No comparison
2107,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,Eurasian beaver,Castor fiber,,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,TRUE,,2,Europe,Norway,,Rosell et al. 2019,scientific paper,2019,No comparison
2108,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,Eurasian beaver,Castor fiber,,"scat, urine, saliva, glandular secretion",Samoyed,Spitz and primitive types,TRUE,,1,Europe,Norway,,Rosell et al. 2019,scientific paper,2019,No comparison
2109,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,Eurasian beaver,Castor fiber,,"scat, urine, saliva, glandular secretion",Papillon,Companion and Toy Dogs,TRUE,,1,Europe,Norway,,Rosell et al. 2019,scientific paper,2019,No comparison
2369,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,Eurasian beaver,Castor fiber,,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,TRUE,,3,Europe,Norway,,Rosell et al. 2020,scientific paper,2020,No comparison
1652,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Domestic guinea pig,Cavia porcellus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Motuketekete,Bassett et al. 2016,scientific paper,2016,No comparison
297,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,White-footed vole,Arborimus albipes,,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,,1,North America,USA,,Fimrite 2014,newspaper,2014,No comparison
394,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,Water vole,Arvicola amphibius,,"scat, urine, saliva, glandular secretion",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,,Environmental Agency 2015,newspaper,2015,Dogs are better
1900,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,Water vole,Arvicola amphibius,,living individuals,English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",FALSE,18,1,Europe,United Kingdom,,Thomas 2018,scientific paper,2018,No comparison
1899,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,Water vole,Arvicola amphibius,,living individuals,Cocker Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,,Thomas 2018,scientific paper,2018,No comparison
1898,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,Water vole,Arvicola amphibius,,living individuals,English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",FALSE,,1,Europe,United Kingdom,,Thomas 2018,scientific paper,2018,No comparison
2354,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetus,European hamster,Cricetus cricetus,,"nests, dens, clutches, coveys, roosts",Border Collie,Sheepdogs and Cattledogs,FALSE,33,1,Europe,France,Geispolsheim,Kourkgy et al. 2020,conference proceedings,2020,Dogs are better
2529,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetus,European hamster,Cricetus cricetus,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,Belgium,,Stockmans et al. 2019,conference proceedings,2019,No comparison
1629,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Voles,Short-tailed vole,Microtus agrestis,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,45,1,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
1335,Animalia,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus,Lowland paca,Cuniculus paca,,living individuals,Breed not mentioned,not classified,FALSE,,2,South America,Brazil,,El Bizri et al. 2016,scientific paper,2016,No comparison
1011,Animalia,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus,Lowland paca,Cuniculus paca,,living individuals,Breed not mentioned,not classified,FALSE,,2,Middle America,Nicaragua,,Koster 2011,scientific paper,2011,Dogs are better
1012,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Central American agouti,Dasyprocta punctata,,living individuals,Breed not mentioned,not classified,FALSE,,2,Middle America,Nicaragua,,Koster 2011,scientific paper,2011,Dogs are better
661,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,Hazel dormouse,Muscardinus avellanarius,,"nests, dens, clutches, coveys, roosts",German Shepherd Dog,Sheepdogs and Cattledogs,TRUE,,1,Europe,United Kingdom,,King 2013,popular science magazine,2013,No comparison
427,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,Hazel dormouse,Muscardinus avellanarius,,living individuals,German Shepherd Dog,Sheepdogs and Cattledogs,FALSE,,2,Europe,United Kingdom,,Marshall 2014,newspaper,2014,Dogs are better
1113,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,Hazel dormouse,Muscardinus avellanarius,,"nests, dens, clutches, coveys, roosts",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,,Parkins 2016,scientific webpage,2016,Dogs are better
2528,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,Hazel dormouse,Muscardinus avellanarius,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,Belgium,,Stockmans et al. 2019,conference proceedings,2019,No comparison
1354,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Morro Bay kangaroo rat,Dispodomy heermanni,Dispodomy heermanni morroensis,living individuals,Dutch Shepherd Dog,Sheepdogs and Cattledogs,FALSE,,1,North America,USA,,Ventura Fish and Wildlife Office 2016,popular science webpage,2016,No comparison
381,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,Pacific Pocket Mouse,Perognathus longimembris,,living individuals,Jack Russel Terrier,Terriers,TRUE,,1,North America,USA,,Brehme et al. 2010,scientific paper,2010,Mixed results
458,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,Pacific Pocket Mouse,Perognathus longimembris,Perognathus longimembris pacificus,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,North America,USA,,U.S. Fish and Wildlife Service 2010,scientific paper,2010,No comparison
396,Animalia,Chordata,Mammalia,Rodentia,Muridae,,,,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,,Dilks&Towns 2002,scientific paper,2002,No comparison
498,Animalia,Chordata,Mammalia,Rodentia,Muridae,,,,,living individuals,Fox Terrier,Terriers,TRUE,,2,Oceania,New Zealand,,Gsell et al. 2010,scientific paper,2010,No comparison
499,Animalia,Chordata,Mammalia,Rodentia,Muridae,,,,,living individuals,Fox Terrier,Terriers,FALSE,28,2,Oceania,New Zealand,,Gsell et al. 2010,scientific paper,2010,No comparison
2102,Animalia,Chordata,Mammalia,Rodentia,Muridae,,,,,living individuals,Shiba Inu,Spitz and primitive types,TRUE,,1,South America,SGSSI (BOT),,James&Baxter 2019,popular science webpage,2019,No comparison
2103,Animalia,Chordata,Mammalia,Rodentia,Muridae,,,,,living individuals,Shiba Inu,Spitz and primitive types,TRUE,,1,South America,Falkland Islands (BOT),,James&Baxter 2019,popular science webpage,2019,No comparison
2489,Animalia,Chordata,Mammalia,Rodentia,Muridae,,,,,living individuals,Breed not mentioned,not classified,FALSE,,2,South America,Argentina,South Georgia,Richardson&Croxall 2019,scientific paper,2019,No comparison
1100,Animalia,Chordata,Mammalia,Rodentia,Muridae,,,,,living individuals,Breed not mentioned,not classified,FALSE,,3,Oceania,New Zealand,,Warren 2018,popular science webpage,2018,No comparison
479,Animalia,Chordata,Mammalia,Rodentia,Muridae,,,,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,Australia,Lord Howe Island,Wilkinson&Priddel 2011,scientific paper,2011,No comparison
47,Animalia,Chordata,Mammalia,Rodentia,Muridae,Micromys,Harvest mouse,Micromys minutus,,living individuals,Flat-Coated Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,,Barkham 2015,newspaper,2015,No comparison
2345,Animalia,Chordata,Mammalia,Rodentia,Muridae,Micromys,Harvest mouse,Micromys minutus,,living individuals,Flat-Coated Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,,Howard-Williams 2019,scientific paper,2019,Dogs are better
1396,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,House mouse,Mus musculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Rangitoto and Motutapu Islands,Griffith et al. 2015,scientific paper,2015,No comparison
2259,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,House mouse,Mus musculus,,living individuals,Breed not mentioned,not classified,FALSE,,3,Oceania,New Zealand,Motutapu & Rangitoto Island,Griffiths&Towns 2008,scientific paper,2008,No comparison
2424,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,House mouse,Mus musculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Middle America,Mexico,Guadalupe Island,Hernández-Montoya et al. 2019,scientific paper,2019,No comparison
2412,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,House mouse,Mus musculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Antipodes Island,Horn et al. 2019,scientific paper,2019,No comparison
296,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,House mouse,Mus musculus,,living individuals,Breed not mentioned,not classified,FALSE,,1,Oceania,New Zealand,,MacKay et al. 2011,scientific paper,2011,No comparison
2410,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,House mouse,Mus musculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,South America,Argentina,South Georgia,Martin&Richardson 2019,scientific paper,2019,No comparison
435,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,House mouse,Mus musculus,,living individuals,English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,,North Wales Daily Post 2013a,newspaper,2013,No comparison
1537,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,House mouse,Mus musculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Eurasia,Russia,,Sokolov et al. 1990,scientific paper,1990,No comparison
2383,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,House mouse,Mus musculus,,living and dead individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Coastal Fiordland,Wilmshurst&Carpenter 2020,scientific paper,2020,No comparison
1753,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Polynesian rat,Rattus exulans,,living and dead individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,,Ewans 2014,scientific paper,2014,No comparison
1400,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Polynesian rat,Rattus exulans,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Rangitoto and Motutapu Islands,Griffith et al. 2015,scientific paper,2015,No comparison
2385,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Polynesian rat,Rattus exulans,,living and dead individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Coastal Fiordland,Wilmshurst&Carpenter 2020,scientific paper,2020,No comparison
1656,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Motutapere,Bassett et al. 2016,scientific paper,2016,No comparison
1655,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Motuihe,Bassett et al. 2016,scientific paper,2016,No comparison
1654,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Motuora,Bassett et al. 2016,scientific paper,2016,No comparison
1657,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Rangitoto,Bassett et al. 2016,scientific paper,2016,No comparison
486,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Motuihe Island,Bellingham et al. 2010,scientific paper,2010,Dogs are better
2317,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living and dead individuals,Breed not mentioned,not classified,FALSE,,1,Oceania,New Zealand,Stewart Island,Carter et al. 2016,scientific paper,2016,No comparison
1754,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living and dead individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,,Ewans 2014,scientific paper,2014,No comparison
1390,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Fox Terrier,Terriers,FALSE,28,3,Oceania,New Zealand,Motutapu Island,Glen et al. 2018,scientific paper,2018,No comparison
1387,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Border Terrier,Terriers,TRUE,,1,Oceania,New Zealand,Motutapu Island,Glen et al. 2018,scientific paper,2018,No comparison
1388,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Jack Russel Terrier,Terriers,FALSE,28,4,Oceania,New Zealand,Motutapu Island,Glen et al. 2018,scientific paper,2018,No comparison
1389,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Fox Terrier,Terriers,TRUE,,1,Oceania,New Zealand,Motutapu Island,Glen et al. 2018,scientific paper,2018,No comparison
1395,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Rangitoto and Motutapu Islands,Griffith et al. 2015,scientific paper,2015,No comparison
1776,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Border Terrier,Terriers,TRUE,,2,North America,USA,Lehua,Island Conservation 2018,popular science webpage,2018,No comparison
281,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,"scat, urine, saliva, glandular secretion",Shepherd undetermined,Sheepdogs and Cattledogs,TRUE,,1,Eurasia,Russia,,Krutova et al. 2014,scientific paper,2014,No comparison
282,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,"scat, urine, saliva, glandular secretion",Spitz undetermined,Spitz and primitive types,TRUE,,2,Eurasia,Russia,,Krutova et al. 2014,scientific paper,2014,No comparison
280,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,"scat, urine, saliva, glandular secretion",Spitz undetermined,Spitz and primitive types,FALSE,,4,Eurasia,Russia,,Krutova&Zinkevich 2014,scientific paper,2014,No comparison
2409,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Breed not mentioned,not classified,FALSE,,2,South America,Argentina,South Georgia,Martin&Richardson 2019,scientific paper,2019,No comparison
345,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,,McClelland 2011,scientific paper,2011,No comparison
325,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Border Terrier,Terriers,FALSE,27,2,Oceania,New Zealand,,Russell 2007b,scientific paper,2007,No comparison
1500,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,,Russell et al. 2005,popular science magazine,2005,No comparison
324,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,,Russell et al. 2008a,scientific paper,2008,No comparison
489,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Norway rat,Rattus norvegicus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,,Russell et al. 2008b,book,2008,No comparison
